id,routine,thread,avgPercent,avgTime,minTime,maxTime,stddev,avgTimeTotal,minTimeTotal,maxTimeTotal,numCalls,cumulative,imbalance,index
2880,SURFACE_FIELDS_MIX:FINALISE_SFLP2,1,0,0.0026969697,0.002,0.004,0.0005809726,0.0026969697,0.002,0.004,1452,455.396,50,732
2881,PEAK_FREQ,6,0,0.0020757576,0.002,0.003,0.0002649446,0.0020833333,0.002,0.003,28314,455.536,33.3333333333,733
2883,PHYMFPOS,6,0,0.001770202,0.001,0.003,0.0004272028,0.0020050505,0.001,0.003,245520,455.572,66.6666666667,734
2886,RERESF,1,0,0.002,0.002,0.002,0,0.002,0.002,0.002,66,455.47,0,735
2891,SULWN,1,0,0.0027727273,0.002,0.004,0.0007999126,0.0027727273,0.002,0.004,66,455.293,50,736
2894,PREWIND,1,0,0.0021515152,0.002,0.003,0.0003612978,0.2253787879,0.195,0.299,6336,455.381,33.3333333333,737
2896,RRTM_KGB12,1,0,0.0017121212,0.001,0.002,0.0004562439,0.0017121212,0.001,0.002,66,455.545,50,738
2898,radiation_thermodynamics:get_layer_mass,6,0,0.002,0.002,0.002,0,0.002,0.002,0.002,121770,455.508,0,739
2899,PPSYDH,1,0,0.002,0.002,0.002,0,0.0033787879,0.002,0.03,528,455.524,0,740
2900,ZERODDH,1,0,0.0018939394,0.001,0.003,0.0004683453,0.0018939394,0.001,0.003,594,455.481,66.6666666667,741
2903,SUECAEC:PART6,1,0,0.0017424242,0.001,0.002,0.0004406501,0.0017424242,0.001,0.002,66,455.486,50,742
2904,PRESET_GRIB_TEMPLATE,1,0,0.002030303,0.001,0.003,0.000246183,0.0180151515,0.017,0.02,330,455.463,66.6666666667,743
2905,radiation_interface:setup_radiation,1,0,0.0018181818,0,0.002,0.0004264014,0.0674242424,0.051,0.069,66,455.601,100,744
2907,SUCTRL_GFLATTR,1,0,0.001469697,0,0.002,0.0005607604,0.001469697,0,0.002,66,455.595,100,745
2908,SU_GHGCLIM2,1,0,0.002,0.002,0.002,0,0.002,0.002,0.002,594,455.506,0,746
2910,DIST_SPEC,1,0,0.0008787879,0,0.002,0.0009201196,0.0364848485,0.036,0.037,66,455.665,100,747
2912,>OMP-SPECRT GPRCP         (1038),6,0,0.0057777778,0.001,0.02,0.0059886907,0.0170858586,0.006,0.045,396,455.548,95,748
2916,GRIB_API:IGRIB_SET_REAL8_ARRAY,1,0.0262857143,0.1181,0.002,2.067,0.4749301139,0.1181285714,0.002,2.067,5022,455.51,99.9032414127,749
2917,MYSENDSET,5,0,0.0011454545,0,0.002,0.0004838366,0.0012,0.001,0.002,380160,455.678,100,750
2925,DIST_GRID,1,0,0.0018333333,0.001,0.002,0.0003755338,0.2758181818,0.275,0.277,264,455.546,50,751
2926,GRIB_API:IGRIB_GET_REAL8,1,0,0.0019848485,0.001,0.002,0.0001230915,0.0019848485,0.001,0.002,11942,455.53,50,752
2927,radiation_cloud:create_inv_cloud_effective_size,6,0,0.0019141414,0.001,0.002,0.0002805095,0.0019671717,0.001,0.002,121770,455.536,50,753
2928,SPCHOR,1,0,0.002,0.002,0.002,0,0.0852878788,0.082,0.089,6336,455.531,0,754
2929,YOE_CUCONVCA:INI_CUCONVCA,1,0,0.0018787879,0,0.002,0.0003727301,0.001969697,0,0.002,66,455.523,100,755
2931,YOMCLMICST:MOMG,1,0,0.0013939394,0.001,0.002,0.000492366,0.0014545455,0.001,0.002,528,455.647,50,756
2934,GP_DERIVATIVES,1,0.0022727273,0.011469697,0,0.049,0.0170683871,0.011469697,0,0.049,6402,455.687,100,757
2935,SUFPGEOMETRY,1,0,0.0018636364,0.001,0.002,0.000345804,0.0666060606,0.065,0.068,66,455.551,50,758
2937,radiation_cloud:deallocate,6,0,0.0019924242,0.001,0.002,8.68181968803269E-05,0.0019974747,0.001,0.002,121770,455.536,50,759
2941,SUPHY0,1,0,0.0017272727,0.001,0.003,0.0005960241,0.0021212121,0.001,0.003,66,455.465,66.6666666667,760
2942,SUECAEC:PART5,1,0,0.0016666667,0.001,0.002,0.0004750169,0.0016666667,0.001,0.002,66,455.588,50,761
2943,INIT_SDISS_ARDH,1,0,0.0021363636,0.002,0.003,0.000345804,0.0021363636,0.002,0.003,66,455.543,33.3333333333,762
2945,STACK_MIX:INIT_STACK,1,0,0.0013939394,0,0.004,0.0007206576,0.0014848485,0,0.004,66,455.568,100,763
2946,IOGRIDUE_MOD:IOGRIDUE_PL_SELECT_WH,1,0,0.0017424242,0.001,0.002,0.0004406501,0.0018181818,0.001,0.002,594,455.536,50,764
2947,MYRECVSET,5,0,0.0012,0.001,0.002,0.0004006074,0.0012030303,0.001,0.002,380160,455.657,50,765
2948,RRTM_KGB11,1,0,0.002,0.002,0.002,0,0.002,0.002,0.002,66,455.526,0,766
2949,CPGLAG,1,0,0.0019848485,0.001,0.002,0.0001230915,1.1904848485,0.903,1.436,6402,455.515,50,767
2955,IO_SERV_WV_SUIOSCTMPL,1,0,0.0012285714,0,0.002,0.0005690426,0.0067571429,0.003,0.147,70,455.541,100,768
2958,>OMP-IOSTREAM_MIX: SPEC_IN(1480),6,0,0.0017929293,0.001,0.002,0.0004057192,0.0017929293,0.001,0.002,396,455.549,50,769
2959,SUALDYN_DDH,1,0,0.001469697,0,0.002,0.0008809033,0.001469697,0,0.002,66,455.548,100,770
2966,SUALDYN,1,0,0.0018333333,0.001,0.002,0.0003755338,0.0018333333,0.001,0.002,66,455.549,50,771
2970,SUCUMF2,1,0,0.001,0.001,0.001,0,0.001469697,0.001,0.002,66,455.575,0,772
2971,SUCLDP,1,0,0.0018939394,0,0.003,0.0009136367,0.003030303,0.001,0.005,66,455.517,100,773
2972,SUSRTCOP,1,0,0.001469697,0.001,0.002,0.0005029053,0.001469697,0.001,0.002,66,455.535,50,774
2975,RRTM_KGB10,1,0,0.002,0.001,0.003,0.0008593378,0.002,0.001,0.003,66,455.416,66.6666666667,775
2976,IOSTREAM_MIX:IFIND,1,0,0.0010151515,0.001,0.002,0.0001230915,0.002,0.002,0.002,365122,455.566,50,776
2977,TRGTOL_BAR,1,0,0.0010151515,0.001,0.002,0.0001230915,0.0011060606,0.001,0.002,14652,455.59,50,777
2978,SUECAESU,1,0,0.0014393939,0.001,0.002,0.0005001165,0.008,0.008,0.008,66,455.552,50,778
2980,SUECAESS:PART16,1,0,0.0010606061,0,0.002,0.0003454668,0.0010606061,0,0.002,66,455.585,100,779
2981,SRTM_KGB17,1,0,0.001,0.001,0.001,0,0.001,0.001,0.001,66,455.597,0,780
2982,SETMARSTYPE,1,0,0.001,0.001,0.001,0,0.001,0.001,0.001,6468,455.591,0,781
2983,SUFPC,1,0,0.0011060606,0.001,0.002,0.0003102747,0.0030454545,0.003,0.004,1188,455.579,50,782
2984,radiation_gas:put_well_mixed,6,0,0.0010277778,0.001,0.003,0.0001928759,0.0010631313,0.001,0.003,121770,455.586,66.6666666667,783
2986,SRTM_KGB21,1,0,0.001,0.001,0.001,0,0.001,0.001,0.001,66,455.589,0,784
2987,CPVPOSPR,1,0,0.0010151515,0.001,0.002,0.0001230915,0.0010151515,0.001,0.002,1386,455.632,50,785
2988,RRTM_CMBGB3,1,0,0.0010909091,0.001,0.002,0.0002896827,0.0010909091,0.001,0.002,66,455.607,50,786
2989,SUOPH0,1,0,0.0012272727,0.001,0.002,0.0004222815,0.0018484848,0.001,0.002,66,455.596,50,787
2991,ELMHES,1,0,0.001,0.001,0.001,0,0.001,0.001,0.001,66,455.58,0,788
2992,SUDEFO_GFLATTR,1,0,0.0010151515,0.001,0.002,0.0001230915,0.0010151515,0.001,0.002,66,455.612,50,789
2993,SUGFL2,1,0,0.0013636364,0,0.004,0.0007968469,0.0023333333,0.001,0.004,66,455.592,100,790
2995,SRTM_KGB28,1,0,0.001,0.001,0.001,0,0.001,0.001,0.001,66,455.602,0,791
2996,GPNORM1,1,0,0.0010909091,0.001,0.002,0.0002896827,0.0443030303,0.039,0.058,1452,455.6,50,792
2997,SLCOMM2_INT,1,0,0.001,0.001,0.001,0,1.6127424242,0.386,3.032,1056,455.584,0,793
2998,radiation_cloud:allocate,6,0,0.001,0.001,0.001,0,0.001,0.001,0.001,121770,455.588,0,794
3001,GRIDPOINT_FIELDS_MIX:HUGIFY_ENDGRID,1,0,0.0010151515,0,0.002,0.0003717909,0.0010151515,0,0.002,198,455.565,100,795
3002,SUGRIDG,1,0,0.0010454545,0.001,0.002,0.0002098951,0.5132272727,0.511,0.515,66,455.586,50,796
3005,AKI,6,0,0.0010075758,0.001,0.002,8.68181968803271E-05,0.0016060606,0.001,0.002,665317,455.616,50,797
3006,radiation_thermodynamics:deallocate,6,0,0.0010126263,0.001,0.002,0.0001117963,0.0010277778,0.001,0.002,121770,455.598,50,798
3007,WRMLFP_IO_SERV,1,0,0.0010909091,0.001,0.002,0.0002896827,0.4189393939,0.124,0.878,792,455.561,50,799
3009,SUECAESU:PART10,1,0,0.0010454545,0.001,0.002,0.0002098951,0.0010454545,0.001,0.002,66,455.581,50,800
3015,SLCOMM,1,0,0.0009848485,0,0.001,0.0001230915,5.3226666667,2.195,9.444,6534,455.66,100,801
3023,SUECAEC:PART1,1,0,0.0009090909,0,0.002,0.0003386522,0.0009090909,0,0.002,66,455.611,100,802
3024,radiation_gas:deallocate,6,0,0.0010050505,0.001,0.002,7.09768903360073E-05,0.0010176768,0.001,0.002,243540,455.604,50,803
3025,SUECAEC:PART4,1,0,0.0014090909,0.001,0.002,0.0004954337,0.0014090909,0.001,0.002,66,455.555,50,804
3029,GRIB_API:IGRIB_GET_CHAR,1,0.0037142857,0.0178285714,0.001,0.306,0.0678064106,0.0178428571,0.001,0.306,25940,455.606,99.6732026144,805
3030,MODIFY_WV_CONTINUUM,1,0,0.0010151515,0.001,0.002,0.0001230915,0.0010151515,0.001,0.002,66,455.628,50,806
3032,SUSC2C,1,0,0.0004393939,0,0.001,0.0005001165,0.0049393939,0.003,0.006,66,455.698,100,807
3033,SUECAEC:PART2,1,0,0.0012424242,0.001,0.002,0.0004318335,0.0012424242,0.001,0.002,66,455.573,50,808
3035,WRMLFP,1,0,0.0016818182,0.001,0.003,0.0005859664,0.4297121212,0.135,0.889,792,455.677,66.6666666667,809
3036,YEMLBC_INIT:SUELBC_INIT,1,0,0.001,0.001,0.001,0,0.001,0.001,0.001,66,455.641,0,810
3037,SUECAESD,1,0,0.001,0.001,0.001,0,0.0235606061,0.022,0.025,66,455.614,0,811
3038,>BAR-BARRIER IN WAMODEL   ( 753),1,0,0.0010151515,0,0.002,0.0003717909,0.0010151515,0,0.002,132,455.633,100,812
3039,CALL_SL_HEAP2,1,0,0.001,0.001,0.001,0,64.9438636364,61.554,70.241,6402,455.639,0,813
3040,SLCOMM2A,1,0,0.001,0.001,0.001,0,5.7889545455,4.054,8.987,6402,455.625,0,814
3041,YOMCLMICST:SETUP_CLMICST,1,0,0.0009848485,0,0.001,0.0001230915,0.0023636364,0.001,0.003,66,455.673,100,815
3042,YOMCVER:SUCVER,1,0,0.0010757576,0.001,0.006,0.0006154575,0.0010757576,0.001,0.006,66,455.616,83.3333333333,816
3043,SUFPPHY,1,0,0.001,0.001,0.001,0,0.0018939394,0.001,0.002,594,455.615,0,817
3045,>OMP-GATH_GRID_CTL        (1643),6,0,0.0008838384,0,0.002,0.0005881887,0.0008838384,0,0.002,792,455.657,100,818
3046,SUMSC,1,0,0.0006363636,0,0.003,0.0006477503,0.0006363636,0,0.003,66,455.722,100,819
3047,SUECAEBC:PART16,1,0,0.001,0.001,0.001,0,0.001,0.001,0.001,66,455.661,0,820
3048,SUECAEBC:PART6,1,0,0.001,0.001,0.001,0,0.001,0.001,0.001,66,455.605,0,821
3049,SUECAEOR:PART8,1,0,0.0008939394,0,0.001,0.0003102747,0.0008939394,0,0.001,66,455.673,100,822
3050,SUECAEBC:PART12,1,0,0.001,0.001,0.001,0,0.001,0.001,0.001,66,455.653,0,823
3051,>BAR-BARRIER IN CNT4      ( 737),1,0,0.0018181818,0,0.004,0.0012013978,0.0018181818,0,0.004,66,455.727,100,824
3053,IO_SERV_MAKE_CHUNKS,1,0,0.0009848485,0,0.001,0.0001230915,0.001,0.001,0.001,3168,455.619,100,825
3055,LEGTRI,6,0,0.001,0.001,0.001,0,0.001,0.001,0.001,287568,455.639,0,826
3057,radiation_config:consolidate,1,0,0.0007272727,0,0.001,0.0004487746,0.0007272727,0,0.001,66,455.674,100,827
3058,SUFPDYN,1,0,0.001,0.001,0.001,0,0.001,0.001,0.001,594,455.635,0,828
3060,SUFPMODELGEO,1,0,0.001,0.001,0.001,0,0.001,0.001,0.001,66,455.572,0,829
3061,TRANSINV_MDL,1,0.0006060606,0.006530303,0.001,0.032,0.0080177106,26.310530303,22.789,30.408,6402,455.636,96.875,830
3064,YOMCVER:PRT_CVER,1,0,0.0010606061,0,0.002,0.0003454668,0.0010606061,0,0.002,66,455.603,100,831
3066,TYPE_FPFIELDS:PRINT_FPFIELDS,1,0,0.001,0.001,0.001,0,0.001,0.001,0.001,594,455.621,0,832
3067,SUECAESU:PART17,1,0,0.001,0.001,0.001,0,0.001,0.001,0.001,66,455.621,0,833
3069,>OMP-SLEXTPOL             (1133),6,0.0003030303,0.0019090909,0.001,0.032,0.0051520494,0.0019090909,0.001,0.032,6336,455.661,96.875,834
3070,SPEREE,1,0,0.0008030303,0,0.002,0.0006614599,0.3670606061,0.297,0.495,66,455.594,100,835
3072,>MPL-IFSTOWAM WAM         ( 647),1,0.0007575758,0.005530303,0.001,0.058,0.0127607809,0.0056363636,0.001,0.058,6270,455.577,98.275862069,836
3073,GRIB_UTILS_MOD:GRIB_SET_TIME,1,0,0.0008571429,0,0.002,0.0003914194,0.0069285714,0.004,0.05,4572,455.629,100,837
3074,SUECAESS:PART9,1,0,0.0008181818,0,0.001,0.0003886502,0.0008181818,0,0.001,66,455.644,100,838
3075,SURFACE_FIELDS_MIX:SETUP_SFLP3,1,0,0.001,0.001,0.001,0,0.001,0.001,0.001,594,455.571,0,839
3076,SUMDDH,1,0,0.0007727273,0,0.001,0.0004222815,0.0007727273,0,0.001,66,455.631,100,840
3077,SUECAESU:PART20,1,0,0.0008939394,0,0.001,0.0003102747,0.0008939394,0,0.001,66,455.617,100,841
3078,SUECAESS:PART3,1,0,0.0009545455,0,0.001,0.0002098951,0.0009545455,0,0.001,66,455.624,100,842
3081,GFL_SUBS_MOD:FALSIFY_GFL_COMP,1,0,0.001,0.001,0.001,0,0.001,0.001,0.001,142758,455.652,0,843
3082,SUECAEOR:PART21,1,0,0.0006969697,0,0.001,0.0004630899,0.0006969697,0,0.001,66,455.702,100,844
3083,SUECAESU:PART7,1,0,0.001,0.001,0.001,0,0.001,0.001,0.001,66,455.648,0,845
3084,TRANSF_R,6,0,0.001,0.001,0.001,0,0.001,0.001,0.001,678285,455.664,0,846
3085,TRANSF_BFI,6,0,0.001,0.001,0.001,0,0.001,0.001,0.001,665317,455.661,0,847
3086,POSDDH,1,0,0.0007727273,0,0.001,0.0004222815,0.0043181818,0.002,0.034,594,455.668,100,848
3088,radiation_aerosol:deallocate,6,0,0.001,0.001,0.001,0,0.001,0.001,0.001,121770,455.671,0,849
3089,SUECAESD:PART5,1,0,0.0005606061,0,0.001,0.0005001165,0.0005606061,0,0.001,66,455.675,100,850
3095,SULSFORC,1,0,0.0006666667,0,0.002,0.0005638694,0.0006666667,0,0.002,66,455.562,100,851
3096,SRTM_KGB18,1,0,0.001,0.001,0.001,0,0.001,0.001,0.001,66,455.644,0,852
3098,SUFPGRIB,1,0,0.001,0.001,0.001,0,0.002,0.002,0.002,66,455.657,0,853
3099,STAT_NL,6,0,0.001,0.001,0.001,0,0.0019924242,0.001,0.003,28314,455.661,0,854
3102,SUCDDH,1,0,0.0008484848,0,0.001,0.0003612978,0.0008484848,0,0.001,66,455.668,100,855
3103,SRTM_KGB24,1,0,0.001,0.001,0.001,0,0.001,0.001,0.001,66,455.637,0,856
3104,>OMP-GPNORM2              (1216),6,0,0.0009393939,0,0.001,0.0002389081,0.0009419192,0,0.001,1980,455.675,100,857
3105,radiation_thermodynamics:allocate,6,0,0.001,0.001,0.001,0,0.001,0.001,0.001,121770,455.655,0,858
3109,SRTM_KGB22,1,0,0.001,0.001,0.001,0,0.001,0.001,0.001,66,455.654,0,859
3114,SUECAEBC:PART9,1,0,0.001,0.001,0.001,0,0.001,0.001,0.001,66,455.648,0,860
3126,SULEGA,1,0,0.0009848485,0,0.001,0.0001230915,0.0009848485,0,0.001,66,455.656,100,861
3127,RRTM_CMBGB10,1,0,0.0006060606,0,0.001,0.000492366,0.0006060606,0,0.001,66,455.708,100,862
3128,STEPO_FPOS,1,0,0.0007424242,0,0.001,0.0004406501,3.5465454545,3.522,3.582,396,455.659,100,863
3129,SUECAESS:PART6,1,0,0.0008030303,0,0.001,0.0004007569,0.0008030303,0,0.001,66,455.657,100,864
3130,SUGWD,1,0,0.001,0.001,0.001,0,0.001,0.001,0.001,66,455.666,0,865
3137,SUAFN3,1,0,0.001,0.001,0.001,0,0.001,0.001,0.001,66,455.664,0,866
3138,SUECAEOR:PART14,1,0,0.0007424242,0,0.001,0.0004406501,0.0007424242,0,0.001,66,455.634,100,867
3140,MINV_8,1,0,0.0006969697,0,0.001,0.0004630899,0.0060909091,0.006,0.01,396,455.708,100,868
3141,SUECAEBC:PART19,1,0,0.000969697,0,0.001,0.0001727334,0.000969697,0,0.001,66,455.645,100,869
3142,SUECAEOR:PART3,1,0,9.09090909090909E-05,0,0.001,0.0002896827,9.09090909090909E-05,0,0.001,66,455.714,100,870
3143,SURDI,1,0,0.001,0.001,0.001,0,0.001,0.001,0.001,66,455.651,0,871
3144,SU4FPOS,1,0,0.0008939394,0,0.001,0.0003102747,0.0058939394,0.005,0.006,594,455.654,100,872
3146,SUMCCLAG,1,0,0.0007575758,0,0.001,0.0004318335,0.0007575758,0,0.001,66,455.669,100,873
3147,TRLTOG_BAR,1,0,0.001,0.001,0.001,0,0.001,0.001,0.001,6600,455.664,0,874
3148,RRTM_CMBGB15,1,0,0.0004393939,0,0.001,0.0005001165,0.0004393939,0,0.001,66,455.678,100,875
3156,SUSLB,1,0,0.0003636364,0,0.001,0.0004847319,0.0003636364,0,0.001,66,455.672,100,876
3157,SUJBHYBACV,1,0,0.001,0.001,0.001,0,0.001,0.001,0.001,66,455.659,0,877
3158,SUECAESD:PART2,1,0,0.0009090909,0,0.001,0.0002896827,0.0009090909,0,0.001,66,455.64,100,878
3159,SRTM_KGB29,1,0,0.0006060606,0,0.001,0.000492366,0.0006212121,0,0.001,66,455.67,100,879
3160,RRTM_KGB16,1,0,0.0011515152,0,0.002,0.0004382632,0.0011515152,0,0.002,66,455.558,100,880
3161,H_MAX,6,0,0.0005631313,0,0.001,0.0004966259,0.000790404,0,0.001,28314,455.686,100,881
3162,SCAN2M_VPOS,1,0,0.000469697,0,0.001,0.0005029053,2.3274090909,2.289,2.354,396,455.68,100,882
3163,SUECAESS:PART13,1,0,0.0008787879,0,0.001,0.0003288746,0.0008787879,0,0.001,66,455.666,100,883
3164,CHECKINCLIM,6,0,0.0009318182,0,0.003,0.0005446148,0.0011060606,0.001,0.003,368280,455.68,100,884
3165,SUDIMO,1,0,0.0007424242,0,0.001,0.0004406501,0.0007424242,0,0.001,66,455.686,100,885
3167,radiation_aerosol_optics:setup_aerosol_optics,1,0,0.0008181818,0,0.001,0.0003886502,0.0180909091,0.017,0.019,66,455.569,100,886
3170,>TRS-FTDIR_CTL   - G TO L ( 158),1,0,0.0008939394,0,0.001,0.0003102747,8.2448636364,1.902,16.612,6798,455.667,100,887
3174,SURFACE_FIELDS_MIX:INI_SFLP2,1,0,0.0007727273,0,0.001,0.0004222815,0.0008030303,0,0.001,1452,455.618,100,888
3175,SCORDO,1,0,0.0009090909,0,0.002,0.0006257862,0.000969697,0,0.002,66,455.54,100,889
3176,SUGFL3,1,0,0.0001818182,0,0.001,0.0003886502,0.0005,0,0.001,66,455.684,100,890
3178,CSTA,1,0,0.0009545455,0,0.001,0.0002098951,4.7426212121,4.741,4.751,66,455.675,100,891
3180,SUCLDP:BETACF,1,0,0.0004545455,0,0.001,0.0005017452,0.0005454545,0,0.001,13332,455.682,100,892
3181,TYPE_FPDSPHYS:CTRL_GFP,1,0,0.001,0.001,0.001,0,0.001,0.001,0.001,146916,455.678,0,893
3182,SUECAEC:PART7,1,0,0.0007424242,0,0.001,0.0004406501,0.0007424242,0,0.001,66,455.689,100,894
3183,SUECAEOR:PART18,1,0,0.0009545455,0,0.001,0.0002098951,0.0009545455,0,0.001,66,455.663,100,895
3184,SUAFN2,1,0,0.0008030303,0,0.001,0.0004007569,0.0016060606,0.001,0.002,66,455.671,100,896
3185,INI_SPP,1,0,0.0006666667,0,0.001,0.0004750169,0.0006666667,0,0.001,66,455.688,100,897
3186,SUECAEOR:PART11,1,0,0.000530303,0,0.001,0.0005029053,0.000530303,0,0.001,66,455.694,100,898
3187,GMV_SUBS_MOD:SETUP_GMV,1,0,0.000969697,0,0.001,0.0001727334,0.001,0.001,0.001,66,455.672,100,899
3189,>MPL-BROADCAST IN GETSTRES( 621),1,0,0.0002575758,0,0.001,0.0004406501,0.0002575758,0,0.001,66,455.681,100,900
3190,BUILDSTRESS,1,0,0.0001666667,0,0.002,0.0004144814,0.6233636364,0.619,0.625,66,455.698,100,901
3191,IOMULTIBUF_MOD:IOMULTIBUF_INCR_IDX,1,0,0.0009848485,0,0.001,0.0001230915,0.001,0.001,0.001,96393,455.676,100,902
3192,radiation_aerosol:allocate,6,0,6.31313131313132E-05,0,0.001,0.0002435066,0.0006464646,0,0.001,121770,455.682,100,903
3193,RRTM_CMBGB13,1,0,0.0006060606,0,0.001,0.000492366,0.0006060606,0,0.001,66,455.651,100,904
3194,TRMTOL,1,0,0.0002272727,0,0.001,0.0004222815,6.8436212121,5.365,7.374,6600,455.683,100,905
3196,SUALLO,1,0,0.0005606061,0,0.001,0.0005001165,0.0005606061,0,0.001,66,455.685,100,906
3197,SUGWWMS,1,0,0.0001515152,0,0.001,0.0003612978,0.001,0.001,0.001,66,455.712,100,907
3198,SUOROG,1,0,0.0003333333,0,0.001,0.0004750169,0.5011363636,0.5,0.502,66,455.681,100,908
3199,>BAR-BARRIER IN SULEG     ( 798),1,0,0.0030454545,0,0.006,0.0019008647,0.0030454545,0,0.006,132,455.352,100,909
3200,SUCT0,1,0,0.0023787879,0,0.005,0.0018039713,0.0025454545,0,0.005,66,455.655,100,910
3201,SIGCHECK,1,0,0.0004393939,0,0.001,0.0005001165,0.1631060606,0.021,0.293,6402,455.686,100,911
3202,IO_SERV_LOG,1,0.0005714286,0.0024571429,0,0.052,0.0094939885,0.0024714286,0,0.052,800,455.694,100,912
3203,SUVDFS,1,0,0.000969697,0,0.001,0.0001727334,0.000969697,0,0.001,66,455.658,100,913
3205,SUMETRIC,1,0,0.0001818182,0,0.001,0.0003886502,0.0003181818,0,0.001,6534,455.68,100,914
3206,INTDYN_MOD:SUINTDYN,1,0,0.0004545455,0,0.001,0.0005017452,0.0005,0,0.001,66,455.663,100,915
3207,>OMP-RADINTG-INPUT LOOP4  (1208),6,0,5.05050505050505E-06,0,0.001,7.09768903360072E-05,5.05050505050505E-06,0,0.001,3564,455.686,100,916
3208,>TRS-FTINV_CTL   - L TO G ( 157),1,0,0.0002878788,0,0.001,0.0004562439,8.6201212121,5.886,13.399,6600,455.687,100,917
3209,SUECAEBC:PART4,1,0,4.54545454545455E-05,0,0.001,0.0002098951,4.54545454545455E-05,0,0.001,66,455.712,100,918
3211,MODGRIN,1,0,0.0001060606,0,0.001,0.0003102747,0.0026818182,0.002,0.004,66,455.695,100,919
3212,SUHDIR,1,0,0.0006818182,0,0.001,0.0004693397,0.0006818182,0,0.001,66,455.65,100,920
3214,SUECAESD:PART9,1,0,0,0,0,0,0,0,0,66,455.719,,921
3219,TRANSDIRH,1,0,0.0001969697,0,0.001,0.0004007569,19.8046969697,12.194,32.235,6336,455.679,100,922
3222,SUGFL1,1,0,0.000530303,0,0.001,0.0005029053,0.0031666667,0.002,0.004,66,455.622,100,923
3223,TRLTOM,1,0,0.0001666667,0,0.001,0.0003755338,6.965469697,4.895,14.498,6798,455.685,100,924
3225,SRTM_KGB27,1,0,0,0,0,0,0,0,0,66,455.687,,925
3226,IO_SERV_ALLOC_NON_BLOCKING_STD,1,0,9.09090909090909E-05,0,0.001,0.0002896827,0.0016666667,0.001,0.007,5082,455.695,100,926
3227,SUECAESU:PART5,1,0,0,0,0,0,0,0,0,66,455.697,,927
3228,OUTINT_IO_SERV,1,0,1.51515151515152E-05,0,0.001,0.0001230915,0.0019242424,0.001,0.006,198,455.684,100,928
3229,GSTATS_OUTPUT_IFS,1,0,0.0001818182,0,0.012,0.0014770979,0.0001818182,0,0.012,66,455.697,100,929
3230,SUECAESS:PART4,1,0,0,0,0,0,0,0,0,66,455.693,,930
3231,SUPP,1,0,0.0007878788,0,0.002,0.0005952414,0.0010757576,0,0.002,66,455.692,100,931
3232,SUECAESD:PART13,1,0,0,0,0,0,0,0,0,66,455.72,,932
3233,SUECAESD:PART19,1,0,0,0,0,0,0,0,0,66,455.694,,933
3234,SPNORMBE,1,0,6.06060606060606E-05,0,0.001,0.0002404347,0.0389848485,0.036,0.041,6534,455.689,100,934
3235,SRTM_KGB20,1,0,0,0,0,0,0,0,0,66,455.691,,935
3236,>TRS-LTINV_CTL   - M TO L ( 152),1,0,0,0,0,0,6.8439242424,5.365,7.375,6600,455.696,,936
3237,SUECAESS:PART14,1,0,0,0,0,0,0,0,0,66,455.703,,937
3238,SUECAESS:PART2,1,0,0,0,0,0,0,0,0,66,455.728,,938
3239,SUSPECG,1,0,0,0,0,0,0.7491666667,0.748,0.75,66,455.719,,939
3240,SUECAEOR:PART16,1,0,0,0,0,0,0,0,0,66,455.699,,940
3241,SUPARAR,1,0,0.000030303,0,0.001,0.0001727334,0.0004242424,0,0.001,66,455.703,100,941
3242,>MPL-DRESDDH              ( 520),1,0,0.0006818182,0,0.017,0.0024379,0.0006969697,0,0.017,1200,455.699,100,942
3243,SUECAESD:PART12,1,0,0.0007272727,0,0.001,0.0004487746,0.0007272727,0,0.001,66,455.679,100,943
3244,SURRTPK,1,0,0.0014545455,0,0.003,0.0013832161,0.0014545455,0,0.003,66,455.496,100,944
3245,RRTM_CMBGB11,1,0,0.0006818182,0,0.001,0.0004693397,0.0006818182,0,0.001,66,455.642,100,945
3246,IOGRIDE_MOD:LAGGED_PP_PAR,1,0,0,0,0,0,0.0001060606,0,0.001,58806,455.694,,946
3247,SUECAESD:PART22,1,0,0.0005909091,0,0.001,0.0004954337,0.0005909091,0,0.001,66,455.709,100,947
3248,SUECAESD:PART1,1,0,0,0,0,0,0,0,0,66,455.72,,948
3249,SUECAESS:PART17,1,0,0,0,0,0,0,0,0,66,455.714,,949
3250,CNT3,1,0,0,0,0,0,435.0147424242,435.013,435.016,66,455.701,,950
3251,SUECAEBC:PART2,1,0,0,0,0,0,0,0,0,66,455.713,,951
3252,SUVFPOSL,1,0,0,0,0,0,0,0,0,792,455.7,,952
3253,GRIB_API:IGRIB_GET_INT_ARRAY,1,0,1.51515151515152E-05,0,0.001,0.0001230915,1.51515151515152E-05,0,0.001,1288,455.7,100,953
3254,GETSTRESS,1,0,1.51515151515152E-05,0,0.001,0.0001230915,0.6238939394,0.62,0.626,66,455.714,100,954
3255,>OMP-SETUP SUGEM2 2       (1406),6,0,0,0,0,0,0,0,0,396,455.714,,955
3256,SUECAESS:PART20,1,0,0,0,0,0,0,0,0,66,455.72,,956
3257,RADIATION_SETUP:SETUP_RADIATION_SCHEME,1,0,0,0,0,0,0.0679393939,0.051,0.07,66,455.691,,957
